Course_region,Course_name,course_info,course_distance,Course_time,Course_desc
,전남 구례 체험하러 가기,산세 깊고 자연 체험하기 좋은 구례로 떠나보자. 산촌 마을의 인심 좋은 먹거리와 체험을 즐기고 자연의 세상을 마음껏 경험할 수 있는 생태학습장은 아이들에게 즐거운 추억이 될 것이다. 가을에 가면 더욱 좋다.,26.49km,1일,"1.다무락 마을
코스개요 :지리산을 끼고 있는 구례는 공기가 말고 물이 좋아 장수촌으로도 유명하다. 다무락마을 또한 지리산의 혜택을 받아 산나물과 밤, 감, 약초 등 풍부한 농산물이 생산되고 있다. 풍요로운 지리산 산간 마을의 특징이 그렇듯 다무락마을 또한 인심 좋기로 유명하다. 다무락마을은 전남 구례군 구례읍 계산리에 자리를 잡고 있다. 상유, 중유, 하유로 나뉘어 옹기종기 자리 잡은 마을이다. 상유, 중유, 하유는 표정이 조금씩 달라 돌아보는 맛이 있다. 

2.농업기술센터 자연생태학습장
코스개요 :지리산은 우리나라 야생화의 30%인 1,323종을 보유한 야생화의 보고이다. 구례군 농업기술센터는 1988년부터 용담꽃을 시작으로 분화재배 기술, 노고단 향수, 구례소리 전통향, 캐릭터 상품 개발 등 야생화 관련 연구를 지속해 온 야생화의 메카로서 전국 유일의 야생화 압화 전시관, 잠자리 생태 전시관, 농경유물 전시관, 전통 작물 전시관, 야생화 자연학습원, 야생화 재배학습원 등으로 구성되어 있다. 

3.구례향교
코스개요 :창건연대는 미상이나 조선 초기에 창건된 것으로 추측된다. 현유(賢儒)의 위패를 봉안, 배향(配享)하고 지방의 중등교육과 지방민의 교화를 위하여 창건되었다가, 1499년(연산군 5)에 향교를 폐하고 1518년(중종 13) 현북(縣北) 백련동(白蓮洞) 서북쪽에 새로 향교를 설립하였다. 


"
,고흥의 문화유적 코스 1,지협을 통해 육지와 연결된 북부를 제외한 군 전체가 남해에 둘러싸여 있는 고흥 반도의 형상을 두고서‘누워있는 소’ ‘잘록한 호리병 모양’ ‘다도해에 드리운 복주머니’라고 표현하기도 한다. 이곳의 역사와 문화가 깃든 고흥의 여행 코스를 소개한다.,26.55km,7시간,"1.고흥 존심당 및 아문
코스개요 :보성군 벌교에서 남쪽으로 내려가는 외줄기 국도를 따라가면 고흥반도로 들어서게 된다. 고흥군은 고흥반도와 주변의 섬(유인도 19개, 무인도 152개)로 이루어진 고장이다. 존심당은 고흥군청 안에 그 정문인 아문과 함께 남아 있는데, 본 건물은 조선시대 흥양현의 동헌이다. 동헌이란 조선시대 각 행정단위마다 중앙에서 수령이 파견되어 정무를 보던 아사를 말한다.

2.쌍충사
코스개요 :쌍충사는 봉암리 해안가 높은 언덕 위에 있다. 전면으로는 녹동 항구와 소록도가 보이는 지형으로 전면의 자연 경관이 매우 훌륭하다. 이 언덕 위에는 쌍충사만이 있으며 1947년에 중건된 사당과 1957년에 건립된 강당 사각대문, 관리사 등으로 구성되어 있다. 

3.점심식사(녹동회타운)
코스개요 :녹동항은 여러 섬을 오가는 섬사람들이나 관광객들로 항상 붐빈다. 꼭 관광철이 아니더라도 각종 수산물을 사려는 사람들로 장사진을 이루는 수협 위판장에 꼭 필요한 곳이 있다면 싱싱한 횟감을 떠서 즉석에서 먹을 수 있는 식당이다. 

4.소록도
코스개요 :소록도는 전남 고흥반도의 끝자락인 녹동항에서 1㎞가 채 안되는 곳에 위치하고 있으며, 섬의 모양이 어린 사슴과 비슷하다고 하여 소록도라고 불리운다. 이 섬은 한센병 환자를 위한 국립소록도병원이 들어서 있는 섬으로 유명하다. 과거 한센병 환자들의 애환이 깃들어 있는 섬이지만, 현재는 700여명의 환자들이 애환을 딛고 사랑과 희망을 가꾸고 있다. 섬의 면적은 4.42㎢에 불과하지만 깨끗한 자연환경과 해안절경, 역사적 기념물 등으로 인해 고흥군의 새로운 관광명소로 떠오르고 있다. 

"
,고흥의 문화유적 코스 2,전라남도 고흥의 두 번째 문화유적코스다. 잘 알려진 충무사부터 고흥만이 가진 숨은 고즈넉하고도 옛스러운 문화 유적지를 볼 수 있는 코스다. 조용히 고흥의 고사찰과 문화유적을 둘러보자,60.60km,1일,"1.충무사
코스개요 :충무사는 이순신 장군(1545 ∼1611년, 본관 덕수, 자는 여해)을 기리는 사당이다. 이 사당은 선조 13년(1580) 7월 이순신장군이 36세 때 이 곳 발포만호로 부임하여 선조 15년(1582년) 1월까지 모함을 받아 파면되기까지 18개월간 재임하신 것을 기념하기 위하여 만들었다. 이 충무사는 1976년 충무공 유적 고흥보전위원회가 구성되어 발포 만호진성 도제산의 남측 기슭, 성곽의 북벽 바깥에 인접한 경사지에 범 군민사업으로 1976~1980년(5년간)에 걸쳐 건립하였다. 

2.고흥 발포만호성
코스개요 :발포진성은 현재 고흥군 도화면 발포리 성촌마을을 중심으로 있다. 이 성은 전라좌수영 산하의 5관5포(5관 - 순천, 낙안, 보성, 광양, 고흥 / 5포 - 사도, 여도, 녹도, 발포, 방답) 중 수군만호가 다스린 수군진성으로서 성종21년(1490) 축성되어 고종 31년(1894) 폐지된 조선 초기의 성이다. 또 이 성은 선조13년(1580) 이순신장군이 36세 때 발포만호로 부임해와 18개월 동안 재임했던 인연을 맺고 있다. 

3.금탑사
코스개요 :고흥읍에서 16km 떨어진 포두면 천등산(554m) 중턱에 위치한 사찰이다. 원효대사가 창건하였다 하나 확실한 근거는 없다. 금탑사의 금탑이란 인도의 아육왕이 보탑을 건립한 것을 가리키는 것이라고 한다. 그 뒤 정유재란 때 불탄 것을 1603년 궁현·옥순대사가 중건했다가 숙종18년(1692) 불에 타버리고 극락전만 남았다고 한다. 현존하는 건물로는 극락전(지방 문화재102호)을 비롯해서 명부전, 삼성각, 범종각, 요사채 등이 있고, 보물1344호인 괘불탱이 있다. 절 주위의 울창한 비자림은 천연기념물 제239호이다. 


4.능가사
코스개요 :전남 고흥군 점암면에 위치한 능가사는 웅장한 팔영산의 배경으로 위치하며 대웅전은 (국가 보물 제 1307호)로 문화적 가치가 뛰어나며 정문격인 사천왕상은 (전라남도 유형문화재 제224호)로 규모가 전국에서 가장 큰 예술적 가치가 있으며 범종(전라남도 유형문화재 제69호) 또한 비천상과 8괘 문양이 특이하다. 능가사의 내력이 쓰여 있는 사적비(전라남도 유형 문화재70호)의 규모도 크다.

5.수도암(고흥)
코스개요 :두원면 운대리 운곡(雲谷)의 운암산(雲嵐山) 중턱에 있는 사찰이다. 고려 공민왕 19년(1370년)화주 인종스님과 도목 응문이 건립하였으며, 그 후 몇 번의 중수와 단청이 있었다. 운암산의 산꼭대기에서 부는 바람소리를 듣고 한시간이 흘러야 산 구비 구비 돌아 이곳 도량에 바람이 온다고 한다. 바람 뿐만이 아니고 정상에서 솟은 맑은 물 또한 맥반석도 거치고 여러 약초들이 정수를 해서 이곳 수도암까지 홀러오는 물이야말로 정말 우리나라에서 최고의 맛을 자랑하고 건강을 지키는데 영험한 약효가 확실한 생명수가 있고 좌측 산기슭에는 기이한 자궁바위가 있다. 

"
,"중국의 닭 울음소리가 들리는 섬, 가거도","목포에서 136km나 떨어진 섬 가거도는 여객선으로 4시간 반이나 걸릴 만큼 힘이 들지만, 가히 살만한 섬이라는 섬 이름처럼 섬에서의 시간은 신선놀음처럼 특별한 경험이다. 독실산으로 이어지는 다양한 등산로와 가거도항과 대리 마을의 전경이 펼쳐지는 회룡산, 대리와 항리를 잇는 해안도로, 그리고, 풍광이 아름다운 섬등반도와 가거도 등대까지 가거도의 여행명소는 오로지 걸으면서 즐길 수 있다.",284.2km(가거도 내 대리-항리 왕복 11.2km),1박 2일,"1.가거도
코스개요 :국토의 최서남단에 위치(동경 125°7′, 북위 34°4′)한 가거도는 목포에서 남서쪽으로 145km의 거리에 있다. 신안군에서 가장 높은 독실산(639m)을 중심으로 서남쪽으로 뻗어있는 가거도는 산세가 높고 섬 전체가 절벽으로 형성 되어 웅장하고 기괴한 절경과 함께 남성적인 미를 풍기며, 면적은 9.18㎢, 해안선 길이는 22㎞에 이른다.

"
,굴비의 참맛을 느껴보는 여행,"영광 법성포는 굴비의 본고장이다. 법성포는 굴비 뿐 아니라 백제의 불교가 최초로 유입된 곳이고, 고려시대부터 조창이 개설되어 발전을 거듭했던 곳이기도 하다. 법성포에서 대덕산을 끼고 넘어서면 우리나라 최고의 아름다운 해안을 자랑하는 백수해아나도로를 만난다. 해안도로를 따라 서해안의 절경 뿐 아니라 일몰의 명소로 손꼽는 곳이기도 하다.",22.9km,6시간,"1.법성항
코스개요 :법성항은 전라남도 영광군 법성면 법성리에 있으며, 1992년 10월 9일 지방어항으로 지정하여 관리하고 있다. 고려초엽에 개설된 부용창(현 법성항)은 영산창과 함께 전라도 2대 조창의 하나였다.

2.백제불교최초도래지
코스개요 :법성포 좌우두는 인도승 마라난타가 A.D 384년에 중국 동진을 거쳐 백제에 불교를 전하면서 최초로 발을 디딘 곳으로 이를 기념하기 위해 관광명소로 개발하고 있다. 법성포의 법(法)은 불교를, 성(聖)은 성인인 마라난타를 가리킨다. 한반도 불교 전파는 삼국시대 고구려(소수림왕 2년 전진의왕 부견)와 신라(눌리 마립간 때 묵호자)의 경우는 불교의 전래경로와 초전 법륜지가 분명하나 백제불교의 전래는 전해진 경로와 최초도래지가 불확실하였으나 인도의 명승 “마라난타 존자”가 영광의 법성포로 들어와 불법을 전하고 불갑사를 개창하여 백제 불교가 시작되었다고 구전되어 왔다. 

3.점심식사(일번지, 명가어찬)
코스개요 :[일번지]<br />
모든 종류의 생선음식을 맛볼 수 있다.<br /><br />
[명가어찬]<br />
굴비 한정식 전문점이다. 

4.백수해안도로
코스개요 :국도 77호선, 군도 14호선인 백수해안도로는 전남의 명 드라이브 코스중 하나다. 도로를 달리다 보면 해안절벽 사이로 솟아 있는 멋진 바위들과 여기저기 자리한 암초들이 다이내믹한 풍경의 변화를 연출한다. 길이가 16.5km에 이르고, 칠산 바다의 아름다운 정경을 한눈에 볼 수 있다.

"
,월출산의 기를 받으며 힐링해 볼까?,"영암 구림마을은 백제의 왕인박사가 논어 10권과 천자문 1권, 기술자들을 이끌고 일본으로 건너가 문물을 전파한 시발점인 상대포가 남아 있고, 도선국사의 탄생지로 잘 알려진 역사유적지다. 영암향교와 함께 드라마 ‘성균관 스캔들’의 촬영지이기도 하며,  월출산의 기와 계곡을 흐르는 청정 자연수를 활용해 만든 기찬랜드도 꼭 가봐야 할 영암의 명소다.",10.3km,6시간,"1.점심식사(독천식당, 풍년식당)
코스개요 :[독천식당]<br />
지역적 특색을 최대한 살리고 향토음식점과 모범업소의 품위를 갖추고 있는 호남 제일의 낙지요리 지정업소이다. <br /><br />
[풍년식당]<br />
40년 전통의 낙지요리전문점 풍년식당이다.

2.왕인박사유적지
코스개요 :왕인박사유적지는 구림마을의 동쪽 문필봉 기슭에 자리 잡고 있으며 왕인이 새롭게 조명되면서 그의 자취를 복원해 놓은 곳이다. 왕인묘(사당) ·내삼문(內三門) ·외삼문 ·문산재(文山齋) ·양사재(養士齋) ·전시관 ·왕인상 ·책굴 등으로 이루어져 있다. 이 중 왕인묘(약 82.5㎡)에는 영정과 위패가 봉안되어 해마다 제사를 지낸다. 문산재와 양사재는 왕인이 공부하고 후진을 양성하였다는 곳이다.

3.기찬랜드
코스개요 :월출산 기찬랜드에는 가야금테마공원을 조성하여 민족문화를 체험할 수 있으며, 산림욕장, 웰빙 기도로, 자연형 풀장, 기건강센터, 펜션, 체육시설 등을 설치하여 군민은 물론, 웰빙을 추구하는 관광객들이 즐겨 이용할 수 있다. 지상의 기(氣)를 모아 하늘로 솟구치는 형국의 월출산 기슭을 따라 조성된 월출산 웰빙氣도로는 월출산의 물(水), 숲(林), 바위(巖), 길(路)을 체험하며 심신을 단련하는 건강도로이다.

4.영암향교
코스개요 :전라남도 영암군에 있는 영암향교는 공자와 여러 성현께 제사를 지내고 지방민의 교육과 교화를 위해 나라에서 세운 교육기관으로 전라남도문화재자료 제126호로 지정되었다. 규모는 1,100여 평이며 조선 세종 2년(1420)에 조령과 유림들이 처음 지었으며, 화재로 불타 없어진 것을 1951년 대성전, 1963년 학생들의 기숙사인 동재·서재, 1969년 명륜당을 다시 세웠고, 1971년 외삼문, 1976년 내삼문, 1986년 전사청 등을 차례로 지은 것이다.

"
,월출산국립공원의 절경을 감상하다,"월출산은 산 전체가 기암괴석으로 이루어진 아름다운 산이며, 백제의 왕인박사와 신라의 도선국사가 태어난 곳이기도 하다. 호남의 소금강이라 불리는 월출산은 해발 809m의 천황봉이 가장 높은 산이다. 해발 1천 미터가 되지 않지만, 산세가 험하기로 유명하다. 월출산은 천년고찰 천황사와 도갑사를 품고 있어 문화유산 답사로도 제격이다.",9.4km,7시간,"1.천황사
코스개요 :천황사는 월출산의 가장 높은 봉우리인 천황봉(해발 804m)의 이름과 같아 월출산을 상징한다고 볼 수 있다. 현재 월출산을 중심으로 남쪽에는 무위사, 서쪽에는 도갑사 그리고 동쪽에는 천황사가 월출산을 호위하고 있다. 문헌에 의하면 월출산에는 50여개 이상의 사암(寺庵)의 이름이 전하며, 속전으로는 99암자가 있었다고 전한다.

2.월출산국립공원
코스개요 :월출산은 “달 뜨는 산”이라는 이름에 걸맞게 아름다운 자연경관과 유수한 문화자원, 그리고 남도의 향토적 정서가 골고루 조화를 이룬 한반도 최남단의 산악형 국립공원이다. 소백산맥이 목포 앞 바다로 흘러가다 평지에 돌출된 잔구 형태의 월출산은 천황봉(809m)을 중심으로 산 전체가 수석의 전시장이라 할 만큼 기암괴석으로 이루어져 있다. 

3.도갑사
코스개요 :도갑사 일주문을 지나 100m 가량 들어가면 국보 50호인 해탈문이 나온다. 조선 성종 4년 (1473년)에 지어진 오래된 건물로 건축양식이 대단히 독특하다. 해탈문 좌우 앞쪽 칸에 금강역사상이 다음 칸에는 보물 제 1134호인 문수동자와 보현동자상이 모셔져 있다. 

"
,고산 윤선도의 이상향을 만나다,"보길도는 고산 윤선도가 병자호란 당시 인조가 삼전도에서 항복을 하자 은거하기 위해 찾은 곳으로 고산 윤선도 선생의 흔적이 고스란히 남아 있는 곳이다. 뿐만 아니라 중리, 통리해변 뿐 아니라 몽돌해변이 아름다운 예송리 해변을 간직하고 있는 풍경이 아름다운 섬이다. 윤선도의 정적이었던 우암 송시열이 제주유배길에 남긴 글씐바위가 남아 있어 아이러니한 역사의 흔적도 만나볼 수 있다.",36.8km,6시간,"1.통리해수욕장
코스개요 :아름다운 보길도의 크고 작은 섬을 가슴에 안으며 시원하게 펼쳐진 통리 해수욕장은 다른 해수욕장에 비해 남성적이고 동적인 이곳은 젊은이들이 특히 많이 찾는다. 해수욕장의 앞으로는 목섬, 기섬, 토끼섬, 갈마섬, 소도, 당사도 등 크고 작은 소안군도의 섬들이 펼쳐져 있다. 주변 섬이나 갯바위에서 연중 바다낚시가 가능하다. 

2.중리은모래해변
코스개요 :보길도의 해수욕장 중에서 해수욕을 즐기기에 가장 좋은 곳이다. 고운 모래가 깔린 백사장이 길게 뻗어 있고, 200여 미터를 들어가도 사람 키를 넘지 않을 정도로 경사가 완만하다. 더욱이 백사장을 따라 늘어선 소나무 숲은 뜨거운 햇살을 피하거나 야영을 하기에 좋다. 이 해수욕장과 선착장 간에는 포장도로가 잘 닦여 있어서, 도로 사정도 좋다. 

3.우암 송시열 글씐바위
코스개요 :송시열글쓴바위는 보길도의 선백도마을 앞 바닷가의 암벽을 말한다. 이곳은 선조~숙종조의 대유학자인 우암이 왕세자 책봉문제로 관직이 삭탈되고 제주 유배길에 올라 경치가 좋은 이곳에서 잠시 쉬며 임금에 대한 서운함과 그리움을 시로 새기어 바위에 새겨놓은 것이다. 

4.예송 갯돌해변
코스개요 :예송리는 보길도 동남쪽의 바닷가 마을이다. 연중 30만 명이 찾는 예송리는 4계절 휴양지로 청환석이 폭 50m 길이 2km에 걸쳐 펼쳐져 있다. 1.4km의 길이로 활처럼 휘어진 갯돌해변과 상록수림이 있어 풍광이 매우 아름답다. 이처럼 나무와 숲이 좋은 예송리의 해변에는 갯돌이라 불리는 검푸른 빛깔의 조약돌이 깔려있어 파도가 드나들 때마다 ‘자그르르, 쏴아 자그르르’하는 해조음을 들을 수 있다. 이 갯돌해변에서 맞이하는 일출은 완도팔경 중 하나에 꼽힐 만큼 아름답고 화려하다.

5.보길도 세연정
코스개요 :조선 중기 문신이며, 시인인 고산 윤선도(1587~1671)가 병자호란 때 왕이 항복했다는 소식을 듣고 울분을 참지 못하고 제주도로 향하다, 보길도의 자연경관에 감동하여 머물렀다고 한다. 보길도에는 동양의 자연관과 성리학의 사상이 흐르고 있다. 자연과 인공의 조화를 통해 자연과 사람이 하나가 되도록 한 윤선도의 뛰어난 안목을 볼 수 있는 곳이다. 

6.동천석실
코스개요 :동천석실은 주자학에서 신선이 산다는 선계세상으로 부용동을 한눈에 굽어 볼 수 있으며 낙서재의 정면에 바라보이는 산자락에 있다. 3,306m²(1,000여 평)의 공간에 한 칸 정자와 석문, 석담, 석천, 석폭, 석전을 조성하고 차를 마시며 시를 지었던 곳이다. 특히 석담에는 수련을 심고 못을 둘로 나누어 물이 드나들 수 있도록 인공적으로 구멍을 파고 다리를 만들어 '희황교'라 칭하였다. 지금도 석실 앞에는 도르래를 걸었다는 용두암과 차를 끓여 마신 차바위가 남아있다. 

7.망끝전망대
코스개요 :망끝 전망대는 보길도의 가장 서쪽인 보옥리 바로 못 미쳐 망월봉 끝자락의 돌출부에 자리한다. 전망대에 서면 오금이 저릴 정도로 천길 단애가 펼쳐진다. 끝없이 탁 트인 시원한 바다와 함께 서해바다로 붉은 몸을 감추는 우리나라에서 가장 아름다운 일몰을 볼 수 있는 곳이 망끝이다. 눈앞에 펼쳐지는 추자도와 함께 옥매, 가도, 상도 등 다도해의 수많은 섬과 함께하는 일몰은 한편의 서사시다. 

8.보길도 뾰쪽산과 보옥리 공룡알해변
코스개요 :전라남도 완도군은 섬으로만 형성되어 있는 독특한 행정구역이다. 섬으로서 행정구역이 편성된 곳은 과거 경기 강화군(현재는 인천광역시 관내), 경남 남해군과 거제시, 경북 울릉군, 그리고 섬이 많기로 전국 최고인 전남 신안군 등이 있다. 하지만 완도군 또한 특히나 많은 섬들로 이루어져 있으며, 그 섬들의 아름다운 풍경은 완도 지역을 다도해해상국립공원의 중심부에 자리 잡게끔 하고 있다. 

"
,바다를 호령하던 장보고의 흔적을 가다,"완도대교의 개통으로 섬 아닌 섬이 된 완도는 신라시대 때 바다를 호령하던 해상왕 장보고의 흔적이 남아 있는 고장이다. 청해포구, 신라방 등 드라마‘해상왕 장보고’의 촬영지가 남아 있고, 청해진 유적으로 알려진 장도에는 당시의 목책과 우물, 성의 흔적들을 고스란히 만나볼 수 있다.",34.4km,7시간,"1.완도 수목원
코스개요 :완도 난대수목원은 1991년 조성된 우리나라 유일의 난대수목원으로 전 국토의 15%에 불과한 난대지방을 대표하는 동백나무, 붉가시나무, 후박나무, 황칠나무 등 조경 및 식.약용가치가 높은 상록활엽수 자생수림이 200여 ha에 분포하는 천연의 산림군락으로서 난대성 희귀식물인 사철난, 금새우난, 약난초 등 709종이 자생하고 있다.  

2.신지 명사십리해수욕장
코스개요 :완도의 여느 섬과 다름없이 일 년 내내 한적하기 그지없는 신지도는 여름철만 되면 전국에서 몰려든 인파로 한동안 북적댄다. 명사십리해수욕장을 찾은 많은 피서객들
때문이다. 우리나라에는 명사십리(明沙十里)라는 이름의 해수욕장이 여럿 있다. 하지만 이곳 신지도의 명사십리해수욕장은 명사(明沙)가 아니라 명사(鳴沙) 즉, 모래가 운다는 뜻이다. 

3.점심식사(청실횟집, 미원횟집)
코스개요 :[청실횟집]<br />
한결같이 변함없이 횟집을 경영하고 있는 이들 부부는 조리사로서 직접운영 하기 때문에 손님위주로 광어와 전복 외에는 자연산이 아니면 장사를 포기할 정도로 자연산을 고집하는 집으로 정평이 나 있다. <br /><br />
[미원횟집]<br />
청해진으로 유명한 완도 청정지역에서 자연산 생선회로 알려진 미원횟집 이 있다. 바다에서 갓 잡은 자연산 회는 입에서 씹히는 맛이 양식과는 그 차원이 다르다. 이집 주인장이 자연산 활어회만 고집하는 이유가 여기에 있다. 

4.정도리 구계등 갯돌 해변
코스개요 :이곳의 갯돌들은 몇 만 년 동안 파도에 씻기고 깎인 탓에 표면이 아주 매끄러울 뿐만 아니라 형용도 모난 데 없이 동글동글하다. 파도가 밀려왔다 빠질 때마다 갯돌들이 서로 몸을 문지르면서 자그르락 자그르락 소리를 연신 쏟아낸다. 파도가 닿는 곳에는 주로 굵은 갯돌만 깔려 있다 보니 파도가 거센 날에는 돌 구르는 소리가 우렛소리처럼 요란하다. 

5.완도타워
코스개요 :완도읍 동망산 정상 부근 5만3천여㎡에 관광 타워와 광장, 산책로, 쉼터 등을 갖춘 일출공원에 건설된 76m 높이의 완도 타워는 완도의 환상적인 일출과 일몰은 물론 완도항과 신지대교 등 야경을 365일 감상할 수 있다.

6.완도 청해진유적
코스개요 :장도 유적지는 국가 사적 제308호로 지정되어 있으며 완도 본섬 동쪽으로 장좌리 앞바다에 전복을 엎어놓은 듯 둥글넙적한 섬 장도(일명 장군섬)에 위치하고 있다. 마을에서 장도까지의 거리는 약 100m 쯤 되고 섬을 이어주는 목교가 설치되어 자유롭게 오고갈 수 있게 되었다. 이곳은 통일신라시대의 유명한 무장인 장보고 대사가 이룩한 청해진의 유적지이다. 

"
,여수 앞바다에 펼쳐진 크고 작은 섬들,여수 앞바다에는 크고 작은 섬들이 그림처럼 펼쳐져 있다. 백제 때 지어진 고찰 향일암을 돌아 봉황의 전설이 깃든 오동도 등대를 거친다. 무엇보다 여수는 충무공의 흔적이 그대로 남아있는 임진란의 요충지라 할 수 있겠다. 이충무공의 흔적을 찾아 돌아본다.,38.12km,6시간,"1.향일암
코스개요 :향일암은 전국 4대 관음 기도처 중의 한 곳으로 644년 백제 의자왕 4년 신라의 원효대사가 창건하여 원통암이라 불렀다. 고려 광종 9년(958)에 윤필거사가 금오암으로, 조선 숙종 41년 (1715년)에 인묵대사가 향일암이라 개칭했다. 이곳은 원통보전, 삼성각, 관음전, 용왕전, 종각, 해수관음상을 복원, 신축하여 사찰로서의 면모를 갖추었는데 2009년 12월 20일 화재로 소실된 대웅전(원통보전), 종무소(영구암), 종각을 2012년 5월 6일 복원하여 낙성식을 가졌다.

2.오동도 등대
코스개요 :고려 공민왕 때 요승 신돈은 전라도라는 전(全)자가 사람인(人)자 밑에 임금 왕(王)자를 쓰고 　있는데다 남쪽 땅 오동도라는 곳에 서조인 봉황새가 드나들어 고려왕조를 맡을 인물이 전라도에서 나올 불길한 예감이 들어 봉황새의 출입을 막기 위해 오동도 오동나무를 베어 버린 전설이 있다. 오동도(梧桐島)는 한려해상 국립공원의 명물이자, 미항 여수의 얼굴과 같은 곳이다.


3.여수 진남관
코스개요 :국보 304호인 진남관은 현재까지 전해져 오는 전라좌수영성의 유일한 건축물이다. 임진왜란이 끝난 다음해인 1599년 이충무공의 후임 통제 사겸 전라좌수사 이시언이 정유재란으로 불타버린 진해루터에 세운 75칸의 대규모 객사이다. 남쪽을 진무하다는 의미에서『鎭南館』이라고 하였는데, 난중일기』에는 진해루터에서 공무를 보았다 하고, 이후 1664년 절도사 이도빈이 크고 작은 수리를 하였으나, 1716년 절도사 이여옥 때 대화재로 소실된 것을 1718년 이제면 수사가 다시 중창한 것이 오늘날까지 이르는 건물의 뼈대이다. 

4.이충무공자당기거지
코스개요 :임진왜란 당시 충무공 모친 변씨 부인과 부인 방씨가 고음천(古音川, 현 웅천동) 송현마을에서 5년(1592~1597)간 왜란을 피하여 머물렀던 곳이다. 여수 본영에서 아침, 저녁으로 문안 인사를 드리며 해전 출전 시에도 틈이 있을 때마다 문안을 드렸으며, 모친이 사용하시던 유물(솥, 다듬이, 절구통, 맷돌), 선소 병기의 인수인계서인 반열책도 남아있다. 1973년 12월 변씨 부인 유허비를 세우고 1990년 당시 여천시에서 이충무공사오비를 세웠다. 

"
,보성 녹차밭에 깃든 짙은 녹차 향기를 따라 가는 길,여수 앞바다에는 크고 작은 섬들이 그림처럼 펼쳐져 있다. 백제 때 지어진 고찰 향일암을 돌아 봉황의 전설이 깃든 오동도 등대를 거친다. 무엇보다 여수는 충무공의 흔적이 그대로 남아있는 임진란의 요충지라 할 수 있겠다. 이충무공의 흔적을 찾아 돌아본다.,47.27km,1일,"1.군학마을 [해양수산부 선정 아름다운 어촌]
코스개요 :보성군과 장흥군이 접한 군학마을은 보성 녹차밭과 해수녹차탕으로 이어지는 해안을 따라 득량만을 한눈에 조망할 수 있는 아름다운 지역이다. 인근 율포 해수욕장과 비봉 선서공룡알 화석지와 연계하여 자연스러운 경관이 돋보인다. 조선 세종 때 이곳에 수군만호진이 개설됨으로써 '군영구미'라 불러오다, 그 후 '구미영성'에 이어 현재는 군학이라 부르게 되었다 한다.

2.보성차밭 대한다원
코스개요 :전남 보성에 있는 대한다업 (주)보성다원을 관광농원으로 개방한 곳으로 1957년에 시작해 반세기를 내다보는 내력 있는 차 관광농원이다. 대한다업에서는 1959년 해발 350m 보성 오선봉 주변에 대단위의 녹차밭을 조성하고 있으며, 현재 연간 녹차 120톤 이상을 생산하고 있다. 대한다업(주)는 봉산리에 있는 보성다원 제 1다원과 회천리에 있는 제 2다원이 있으며, 제1다원은 국내 유일 차 관광농원으로 지정 운영되고 있다. 

3.점심식사(삼나무숲길따라) 
코스개요 :자연 속에 펼쳐진 초록의 물결, 대한다원 입구 삼나무 가로수의 고즈넉한 길을 따라 걷다 보면 매표소 옆 2층에 위치하고 있다. 차와 음식이 어울리는 레스토랑 분위기이다.
미리 전화하면 단체 예약도 가능하며 여러 가지 각종 차 종류(우전, 냉, 송화, 산야초, 매실차, 녹차주스, 아이스크림)를 즐길 수 있다.

4.한국차소리문화공원
코스개요 :매년 300만 명 이상이 다녀가는 보성차밭을 배경으로 보성군의 상징인 한국차와 한국의 얼을 상징하는 서편제 보성소리를 주제로 한 테마공원이며, 한국차박물관, 소리청, 북루 등 차와 소리에 관련된 주요 시설물이 있다. 한국차박물관에서는 차에 관한 이론부터 체험까지 모든 과정을 직접 경험할 수 있으며 한국차소리문화공원 내에 있는 소리청과 야외무대에서도 다양한 공연과 볼거리가 준비되어 있다.

5.송재 서재필선생 생가와 기념공원
코스개요 :주암호의 아름다운 풍광을 배경으로 강건한 삶을 살았던 독립투사 송재 서재필 선생의 유혼이 머무는 공간이다. 18세 나이로 갑신정변 주역 중의 한 사람이었던 서재필은 그 후, 미국으로 망명하여 우리나라 최초의 양의사가 되었다. 하지만 일신의 영달을 꾀하지 않고, 조국의 독립을 위하여 독립신문을 제작하고 독립문을 만들었으며, 평생을 독립운동에 몸바쳤던 이다. 그가 태어난 문덕면 생가 앞에는 기념공원을 건립하여 추모하고 그의 정신이 살아있는 독립문을 재현하고 유품 800여점을 전시하고 있다. 

"
